fichier ,somme du vecteur ,vecteur associe,
06218-Developpeur Web H_F.pdf,54,1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;0;0;1;0;2;0;0;0;3;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0,
06219-Stage Developpeur NoSQL Renseignement H_F.pdf,80,2;0;0;0;3;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;1;0;0;1;2;0;2;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;2;0;1;2;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;2;0;0;1;0;0;0;2;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;1;2;0;1;1;0;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,
06220-Consultant Technique .Net_PHP en alternance H_F.pdf,95,1;0;0;0;2;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;11;0;0;0;2;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;1;0;1;1;3;1;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;2;0;0;0;1;0;1;0;3;0;0;0;3;0;0;1;1;0;1;0;1;1;0;0;3;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0,
06221-Consultant Technique SAP - ABAP H_F.pdf,77,1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;1;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;3;0;0;0;2;0;0;0;2;0;0;0;1;1;0;0;2;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0,
06222-Concepteur_Developpeur d_application JAVA_EAI H_F.pdf,81,0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;1;0;2;1;2;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;1;0;2;0;4;0;0;0;2;0;0;1;1;2;0;0;1;1;0;1;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06223-Consultant SIG H_F.pdf,65,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1;0;1;0;2;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,
06224-Administrateur Reseau et Securite.pdf,59,0;2;0;0;1;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;3;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0,
06225-Consultant en conception de SIG _ BIM H_F.pdf,89,1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;10;0;0;0;0;1;2;2;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;2;1;0;3;1;1;0;0;0;0;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;1;0;0;0;0;1;1;1;1;1;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06226-Redacteur Web Italien.pdf,19,0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,
06227-Ingenieur Developpement JEE H_F.pdf,77,0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;1;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;2;0;0;1;1;0;0;0;1;2;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0,
06228-Consultant Developpement Java JEE H_F.pdf,60,1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;1;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0,
06229-PMO en alternance.pdf,73,1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;0;2;0;0;0;1;0;0;0;3;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06230-Consultant Developpement .Net (H_F).pdf,60,0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;5;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0,
06231-Consultant JAVA _ JEE en alternance H_F.pdf,83,2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;5;1;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;1;0;1;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;1;0;0;0;4;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06232-Consultant PLM en alternance H_F.pdf,82,0;0;0;0;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;9;0;0;0;2;1;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;2;0;1;1;2;1;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06233-Consultant metier.pdf,80,1;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;10;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;2;0;0;0;1;0;0;0;1;2;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0,
06234-Consultant Junior Data _ Analytics H_F H_F.pdf,81,1;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;7;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;3;0;3;0;0;0;1;0;0;1;1;0;2;0;2;0;0;0;2;0;0;0;1;0;0;0;1;2;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0,
06235-Consultant Microsoft .NET H_F.pdf,63,0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;7;0;0;0;0;1;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,
06236-Alternant - Installation d_un calculateur HPC F_H.pdf,70,1;0;0;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;2;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;2;1;1;0;0;2;0;0;0;1;0;1;0;0;0;2;0;0;0;4;0;0;1;1;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;1;1;0;0;1;0;0;2;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0,
06237-Consultant(e) developpement Java en Alternance H_F.pdf,85,0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;2;0;0;1;0;3;3;1;0;0;1;0;0;0;0;0;0;1;2;0;0;1;1;0;3;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;0;0;1;0;1;0;4;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06238-Consultant JAVA JEE H_F.pdf,74,2;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;7;0;0;0;0;1;2;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;1;1;0;0;0;3;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,
06239-CONSULTANT TECHNIQUE H_F.pdf,88,1;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;10;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;1;3;2;0;1;0;0;1;0;1;1;3;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;1;0;1;0;3;0;0;0;3;0;0;1;1;0;0;0;1;1;0;0;3;0;1;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0,
06240-Consultant secteur ATM - Projet ODS en alt H_F.pdf,72,0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;0;1;0;0;1;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;2;0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06241-Alternant SHAREPOINT (H_F).pdf,82,2;1;0;0;0;0;0;0;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;4;0;0;0;2;0;0;1;1;0;0;2;0;0;0;0;1;1;0;2;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;2;1;1;1;0;1;0;0;0;0;0;1;0;2;0;1;0;0;0;2;0;0;1;1;0;1;2;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0,
06242-Consultant Publication Technique H_F.pdf,67,4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;3;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,
06243-Alternance Maintenance Machine Learning (H_F).pdf,68,5;0;0;0;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;1;0;0;0;2;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0,
06244-Ingenieur Developpement ASP.NET H_F.pdf,78,0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;9;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;4;0;0;0;2;0;0;1;1;0;0;0;1;2;0;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0,
06245-Ingenieur Commercial en alternance H_F.pdf,72,0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;11;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;2;0;0;1;1;0;0;0;1;1;0;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06246-Alternant developpement .Net Client lourd (H_F).pdf,58,1;0;0;0;1;0;0;0;1;0;1;0;0;0;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;2;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,
06247-Alternance developpement .Net _ C__ (H_F).pdf,57,0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0,
06248-Consultant Big Data en alternance H_F.pdf,88,0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;10;0;0;0;1;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;2;0;3;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;2;0;6;0;0;0;2;0;0;0;1;0;0;1;4;0;0;0;2;0;0;1;1;0;0;0;1;2;0;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0,
06249-Webdesigner _ Developpeur web en alternance H_F.pdf,68,1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;0;3;1;0;1;0;0;0;0;0;3;0;0;1;1;0;0;2;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;3;1;0;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,
06250-Alternance Technicien Support H_F.pdf,93,0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;10;0;0;0;1;1;2;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;1;1;2;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;1;0;0;0;1;0;1;0;3;0;0;0;2;0;0;1;1;0;0;0;1;2;0;1;2;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0,
